Group,Kingdom,Phylum,Class,Order,Family,Genus,IUCNName,NCBIName,Status,CRITERIA,YEAR_PUB,Realm,IUCN_THREATS_CATEG,IUCN_N_THREATS,BODY_SIZE,OFFSPRING_SIZE,FECUNDITY,GENERATION_LENGTH,DIET_BREADTH,TROPHIC_LEVEL,DISPERSAL_ABILITY,MICROHABITAT,HABITAT_BREADTH,ALTITUDE_MIN,ALTITUDE_MAX,HFP2009,dHFP,GEOGRAPHICAL_RANGE_SIZE,HUMAN_FOOTPRINT,HABITAT_CONVERSION,Latitud,Longitud,Indice_de_pobreza,Contaminacion_aire,Altitud,Uso_del_suelo
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Eurytides,Eurytides bellerophon,Eurytides bellerophon,LC,,2019.0,Neotropic,2;11,2.0,38.0,0.486666667,,,,,,,1.0,,,11.6636395613218,2.02291748540564,27821.397,9.80718517303467,90.0670675300648,6.9807661685702165,-40.3442344113788,49.455926510399074,123.94604058843493,570,Desierto
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Parides,Parides gundlachianus,Parides gundlachianus,NT,,2018.0,Neotropic,2;5;6;12,5.0,48.25,6.79,,,,,,,3.0,,,10.939649522206,-2.03563595489896,64128.1,9.27509021759033,99.514772840573,-9.333907469066077,-52.40524886741491,32.84595973023596,153.61419107506626,951,Desierto
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Parides,Parides ascanius,Parides ascanius,VU,B1,2019.0,Neotropic,1;2;11,4.0,49.0,6.79,,,2.0,,,,1.0,,,20.922930673176,2.13251017721995,13940.1,18.6247520446777,97.5794122643112,9.17965443726947,-39.62151752407227,46.431998380295255,60.46824202676273,2210,Bosque
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Parides,Parides burchellanus,Parides burchellanus,EN,B2,2019.0,Neotropic,1;2;9;11,5.0,52.66666667,3.453333333,,,,,,,1.0,770,1010.0,10.7186998832901,2.67323201943,89732.642,10.2089080810547,95.3234758033136,-2.892623030561408,-41.33897402955286,20.21843041823375,82.97065967847078,4059,Agrícola
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Euryades,Euryades corethrus,Euryades corethrus,NT,,2019.0,Neotropic,2;5;11,3.0,42.0,,,,,,,,2.0,,,9.38822142276362,1.20131273924077,473348.1,8.25829982757568,91.0876400078601,-2.8658621919491427,-39.28946843782416,21.002218778453603,72.40642919850816,3780,Bosque
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Papilio,Papilio himeros,Heraclides himeros,VU,B2,2019.0,Neotropic,1;2,2.0,47.0,,,,,,,,2.0,,1000.0,9.62532122548074,2.39896559349691,983000.1,8.78512668609619,87.2937303733162,-9.673429946325843,-61.470697858645494,37.70839765186451,140.1740875325051,2690,Desierto
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Papilio,Papilio esperanza,Papilio esperanza,EN,B1 B2 C2 D,2018.0,Neotropic,2;5;11,3.0,50.836,1.1032,,,,,,,1.0,1600,2500.0,5.45619516189282,-1.52733664329235,30.1,4.20754289627075,52.5641025641026,-6.295353495276322,-38.96406304195661,29.343481866266018,79.63098406491608,2541,Desierto
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Euryades,Euryades duponchelii,Euryades duponchelii,NT,,2019.0,Neotropic,1;5,2.0,46.0,,,,,,,,1.0,,,7.5365867311336,0.964408049558805,1021839.155,6.34521627426147,71.2523054496856,-1.974809983927825,-50.30191521902247,27.448297010591006,58.976947332627596,793,Bosque
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Eurytides,Eurytides iphitas,Eurytides iphitas,EN,B1,2019.0,Neotropic,1;5,2.0,48.0,0.486666667,,,,,,,1.0,200,450.0,,,2500.1,,,8.585828346054278,-53.70032097978856,28.338060716268757,95.33109241040161,2186,Urbano
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Apharitis,Apharitis siphax,Apharitis siphax,LC,,2015.0,Palearctic,,,13.5,,,,,,,,2.0,0,1000.0,12.7584500926419,2.19201303905962,,11.6275272369385,97.1271074743259,-8.007701395574573,-44.61933387806594,29.552088038317628,151.58186436709292,531,Bosque
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,Hipparchia tamadabae,Hipparchia tamadabae,LC,,2010.0,Palearctic,,,25.0,0.503529412,,,,,,,2.0,400,2000.0,21.9919524774249,0.960449192813251,,20.8350296020508,97.2674418604651,8.90603066958159,-74.03885926777433,41.86843088430268,136.67955863927818,1965,Urbano
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,Erebia lefebvrei,Erebia lefebvrei,LC,,2010.0,Palearctic,,,21.2,0.59,,2.0,2.0,,,,2.0,1700,3000.0,9.97965053870992,0.250656813226084,,8.25012397766113,80.0647214570351,7.3897706109326435,-70.39574328505826,37.07587916692833,99.60874482419537,1871,Urbano
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Satyrus,Satyrus virbius,Satyrus virbius,LC,,2010.0,Palearctic,,,25.0,1.175,,,,,,,1.0,,,10.9438323918865,0.809551317170796,,10.4934782981873,93.5171245417858,-0.916752061848964,-61.85201856746151,43.671079176780005,175.02183137650647,2132,Bosque
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Plebejus,Plebejus psyloritus,Plebejus psyloritus,LC,,2015.0,Palearctic,,,17.0,,,,,,,,1.0,1300,2000.0,11.9487035032303,0.329684491006155,,11.8172292709351,99.290780141844,-3.465982364634799,-30.765445051897217,44.905897395051554,91.44036620181345,3509,Urbano
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,Erebia zapateri,Erebia zapateri,LC,,2015.0,Palearctic,,,24.5,0.47,,1.0,2.0,,,,1.0,1000,1600.0,6.42662201879588,-1.18351649098813,,4.96757793426514,58.1357403228606,-5.345117414418863,-68.71143995107703,45.28804577903846,89.08214575485239,4047,Agrícola
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,Hipparchia statilinus,Hipparchia statilinus,LC,,2011.0,Palearctic,,,25.0,0.29,,1.0,,,,,4.0,1200,1700.0,,,,,,2.2892941295374865,-60.12316646583554,32.43932447524663,133.99211161843823,4278,Desierto
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Erebia,Erebia styx,Erebia styx,LC,,2010.0,Palearctic,,,24.0,0.52,,1.0,2.0,,,,2.0,600,2200.0,13.5484227978832,1.88256888710321,,11.4591903686523,98.4319724639067,-9.338508170489888,-72.70261208886343,32.63820188949232,121.73234597686634,3875,Desierto
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,Hipparchia leighebi,Hipparchia leighebi,NT,,2015.0,Palearctic,7,1.0,32.9,0.42,,1.0,,,,,6.0,0,500.0,14.6907604579572,-3.55698900752597,,12.177680015564,87.0967741935484,-9.687878711063435,-60.09290038682732,47.78797640421752,116.8958990900541,2920,Urbano
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,HESPERIIDAE,Pyrgus,Pyrgus cirsii,Pyrgus cirsii,VU,A2,2010.0,Palearctic,2;7;11,4.0,13.0,0.1325,,1.0,2.0,,,,1.0,300,1300.0,13.4170439969477,-0.196343558147889,,10.7196035385132,88.1610493675877,-1.4240855500352438,-60.58531710701258,39.85290783813231,73.36784284311008,3996,Urbano
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Arethusana,Arethusana aksouali,Arethusana aksouali,EN,A2 B1,2015.0,Palearctic,2,1.0,23.0,0.3,,,,,,,2.0,2200,3200.0,10.3579512447715,0.623793767406636,,9.42978382110596,100.0,-8.638518520505595,-32.3936773074965,22.414015519374164,125.69692874494866,1111,Bosque
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Pseudochazara,Pseudochazara cingovskii,Pseudochazara cingovskii,CR,B1 B2,2010.0,Palearctic,1;2;3;5;8;9;11,10.0,26.0,0.9,,,,,,,1.0,1000,1200.0,11.8626815513717,-0.962120450925897,,11.1838665008545,93.7444933920705,-4.961180235078142,-36.96806608519258,36.26560862277405,88.85283759131664,2211,Desierto
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Polyommatus,Polyommatus bollandi,Polyommatus bollandi,CR,B1 B2,2015.0,Palearctic,1;2;3;4;7;9,6.0,19.0,0.06,,,,,,,2.0,,,10.6712778044043,-2.01901219161737,99.1,9.03936576843262,100.0,-5.576781693078323,-57.77561013407528,30.68021778904721,108.8269823928523,1042,Desierto
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,Hipparchia fagi,Hipparchia fagi,NT,B2,2010.0,Palearctic,2;7,3.0,32.2,0.71,,1.0,2.0,,,,3.0,0,1600.0,13.7706625058594,0.233266107888203,,12.2619271278381,93.1393962714935,-4.9361761255429615,-73.88539238823381,49.62304969149089,160.03556715059096,2638,Bosque
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Hipparchia,Hipparchia sbordonii,Hipparchia sbordonii,EN,,2015.0,Palearctic,1;7,2.0,26.8,0.38,,1.0,,,,,1.0,,,16.3559819630214,-1.07323510306222,,16.5039024353027,63.6363636363636,-7.378895375694845,-37.60359987020798,20.409662193868776,190.52942383390334,3815,Urbano
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Pseudophilotes,Pseudophilotes sinaicus,Pseudophilotes sinaicus,CR,B1 B2,2012.0,Palearctic,5;11,4.0,10.3,0.0425,,,,,,,1.0,1800,,9.96067810058594,4.8632715344429,7.1,8.54181575775146,75.0,-9.759275542046915,-45.2758720284957,38.36542619211674,166.07944477839862,2084,Urbano
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Troides,Troides amphrysus,Troides amphrysus,LC,,2018.0,IndoMalay,5;7,2.0,77.0,7.64,,,,,,,3.0,300,2000.0,5.6499067225654,0.323150800712655,4066225.1,4.0,51.6498566854155,-7.690314057225038,-68.14359823569106,41.70869283196574,110.84508419348955,1864,Urbano
Butterflies,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Troides,Troides andromache,Troides andromache,VU,B1,2018.0,IndoMalay,2;5;7,5.0,70.0,6.85,,,,,,,1.0,150,2000.0,3.653227388529,0.598267184697824,2123.1,2.25014567375183,36.375212678302,2.3696051902549584,-30.176792804541577,28.667203140720655,138.9549708993146,1392,Desierto
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Calliptamuloides,Calliptamuloides minimus,Calliptamuloides minimus,LC,,2018.0,Afrotropic,2,1.0,19.05,,,1.0,,,3.0,2.0,2.0,,,6.26859705330284,0.0130544359284921,238006.1,5.71934747695923,72.0775085080513,9.485124256361004,-70.48949531591447,49.209245547695964,161.9746723813556,619,Agrícola
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PNEUMORIDAE,Physemacris,Physemacris variolosa,Physemacris variolosa,LC,,2018.0,Afrotropic,1;2;11,3.0,45.0,,,,,,2.0,2.0,1.0,,,9.90713516322124,-0.11890068840314,264671.1,8.60226964950562,87.9369218858237,9.806900031217879,-35.97984562828517,45.78609881065134,112.13315751438373,315,Bosque
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Oxyecous,Oxyecous lesnei,Oxyecous lesnei,LC,,2014.0,Afrotropic,,,33.55,,,,,,3.0,5.0,1.0,,,7.1888062992436,-1.11146564670849,607942.1,6.37862944602966,88.0510725553299,-1.8189180925387678,-61.758022614164,47.46958522957438,104.03722382184517,1263,Desierto
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Amblyphymus,Amblyphymus rubripes,Amblyphymus rubripes,LC,,2018.0,Afrotropic,2,2.0,29.0,,,,,,1.0,2.0,1.0,,,8.30361567333695,-1.36056589293587,199238.1,7.16398572921753,83.6355883312012,-6.740911479067893,-55.409094015367934,20.576961780546455,70.28649439337948,3552,Agrícola
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Heteracris,Heteracris coerulipes,Heteracris coerulipes,LC,,2014.0,Afrotropic,2;5,2.0,45.98,,,,,,3.0,4.0,1.0,,,10.0915991676181,-0.253789084150924,32000.1,8.43807697296143,99.9182219106866,2.7752351473305854,-39.20445629506584,37.09616453944427,160.43912022138133,30,Bosque
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETRIGIDAE,Cryptotettix,Cryptotettix similis,Cryptotettix similis,LC,,2017.0,Afrotropic,5,1.0,10.0,,,,,,1.0,2.0,2.0,,,6.03085495101685,0.216227387892615,16491.1,5.27589082717896,93.9273552780931,-0.1938930690252576,-44.512123980269536,28.839507258636402,175.77628862114375,1609,Desierto
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Calliptamicus,Calliptamicus semiroseus,Calliptamicus semiroseus,LC,,2018.0,Afrotropic,2,1.0,19.0,,,,,,3.0,2.0,2.0,,,7.99400461234504,-0.0215056811585235,718400.1,7.32243967056274,82.7898122072262,9.78819554568863,-32.79610315001824,45.47085904806988,97.48766165449292,3996,Bosque
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Eurycorypha,Eurycorypha lesnei,Eurycorypha lesnei,LC,,2014.0,Afrotropic,,,19.5,,,,,,3.0,2.0,1.0,,,7.6169341158816,-1.37484474474662,453200.1,6.45348405838013,85.149382584221,-8.693915856964395,-47.04868535428275,38.98548970744888,167.5261648463803,1372,Agrícola
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Brachyphymus,Brachyphymus vylderi,Brachyphymus vylderi,LC,,2018.0,Afrotropic,,,28.0,,,,,,3.0,2.0,2.0,,,4.318453008678,0.0336475744406412,1199048.1,3.35447990894318,41.8929499827743,5.664688766276262,-70.59854273344263,36.16631012963329,141.5319587505481,1366,Agrícola
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Clonia,Clonia vansoni,Clonia vansoni,LC,,2014.0,Afrotropic,,,34.5,,,,,,3.0,4.0,1.0,,,7.86108923051314,-0.146919825628199,148000.1,7.03600978851318,83.1613841996433,-4.232030053370122,-35.203783654112236,23.43764509026817,167.6124569604866,2656,Bosque
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Phymeurus,Phymeurus macropterus,Phymeurus macropterus,LC,,2018.0,Afrotropic,2,1.0,28.85,,,,,,3.0,2.0,1.0,,,6.48220293764668,0.943958664814769,80648.1,5.30171298980713,83.5833960409724,-5.17162759846852,-40.388001375513404,36.20668414358572,111.70060747244966,2951,Bosque
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Kevanacris,Kevanacris squamiptera,Kevanacris squamiptera,LC,,2018.0,Afrotropic,,,29.5,,,,,,1.0,2.0,1.0,,,5.93104980136047,0.855982998066748,21787.1,5.2636456489563,75.8969400294112,3.2500914306535194,-42.96582970980051,38.9571243906928,162.13645454744102,2325,Desierto
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Amblyphymus,Amblyphymus roseus,Amblyphymus roseus,LC,,2018.0,Afrotropic,1;2,3.0,27.0,,,,,,3.0,2.0,2.0,,,10.5497859219542,-0.601456524289625,189932.1,8.88534259796143,85.7277505311756,-5.078736300180711,-72.58199036908191,48.677369279306134,111.2763676846439,596,Desierto
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Pelerinus,Pelerinus rostratus,Pelerinus rostratus,LC,,2012.0,Afrotropic,2;8,3.0,22.0,,,,,,3.0,4.0,2.0,0,550.0,,,1000.1,,0.0,3.317182351183753,-57.169976490221515,37.55153031271608,63.31369781291794,2963,Agrícola
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Phymeurus,Phymeurus angolensis,Phymeurus angolensis,LC,,2018.0,Afrotropic,,,26.3,,,,,,3.0,2.0,2.0,,,5.59969833353172,0.701949475223836,689410.1,5.0,69.9089702516268,0.34617034404577574,-67.46538812432074,49.02201805236963,132.58683772024162,851,Desierto
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETRIGIDAE,Thymochares,Thymochares modestus,Thymochares modestus,NT,B1,2017.0,Afrotropic,5,1.0,11.9,,,,,,1.0,2.0,1.0,,,6.94424436618755,0.666952319912144,577.1,6.25557470321655,100.0,-1.5182202312830135,-38.0143241216459,48.84818346819986,118.14930895829684,2487,Agrícola
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETRIGIDAE,Thymochares,Thymochares bolivari,Thymochares bolivari,NT,B1,2017.0,Afrotropic,4;5;6;7,4.0,11.3,,,,,,1.0,2.0,1.0,,,5.90155151456594,0.631662622988224,2040.1,4.74448132514954,81.375,1.09375617322838,-43.47621197319617,39.50601007500792,87.93198308023658,682,Bosque
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETRIGIDAE,Isandrus,Isandrus gibbosus,Isandrus gibbosus,NT,B1,2017.0,Afrotropic,5,1.0,8.0,,,,,,1.0,2.0,1.0,,,4.4015307151983,0.768517145048793,6120.1,4.13311719894409,86.9000360880549,-4.258969601607405,-35.261508120638915,35.17723952354266,183.81700024501538,1549,Agrícola
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Aulacobothrus,Aulacobothrus popovi,Aulacobothrus popovi,VU,D2,2013.0,Afrotropic,2;3;5,4.0,21.645,,,,,,3.0,3.0,2.0,,,7.0,-1.06409965242658,4.1,7.0,100.0,4.131494125459579,-31.50412018841262,33.98065231478148,107.42799583040018,3500,Urbano
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PNEUMOROIDAE,Bullacris,Bullacris obliqua,Bullacris obliqua,VU,B2,2018.0,Afrotropic,1;2;11,3.0,48.0,,,,,,2.0,3.0,1.0,,,12.8281828564633,-0.285915093736284,33542.1,9.68103218078613,92.5698059630857,-1.702862613328719,-40.136357361337566,46.711356833473474,55.86891671484221,2651,Bosque
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Amyttacta,Amyttacta marakelensis,Amyttacta marakelensis,VU,D2,2014.0,Afrotropic,11,4.0,20.8,,,,,,1.0,3.0,4.0,,,6.5974603588121,0.380747665787301,4.1,6.37845921516418,74.5614035087719,-2.789088790282155,-30.259511255065703,20.847700489152704,107.32036103038854,1465,Desierto
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Parodontomelus,Parodontomelus verticulus,Parodontomelus verticulus,EN,B1,2018.0,Afrotropic,1;2;5,3.0,26.56,,,,,,1.0,3.0,2.0,,,12.8234392296184,0.24453158270229,125.1,12.1582384109497,100.0,6.573138291114756,-47.33535512350655,23.414245940707147,113.67647118505546,4257,Agrícola
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Afrophlaeoba,Afrophlaeoba nguru,Afrophlaeoba nguru,EN,B1,2013.0,Afrotropic,2,1.0,29.7,,,,,,1.0,3.0,1.0,,,12.8972721254671,2.97768329025863,150.1,12.5524983406067,100.0,8.499338239063842,-73.32916782488485,23.062151873574557,179.245658479124,2845,Urbano
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,GRYLLIDAE,Orthoxiphus,Orthoxiphus nigrifrons,Orthoxiphus nigrifrons,EN,B1 B2,2012.0,Afrotropic,8;11,2.0,12.0,,,,,,3.0,2.0,1.0,500,900.0,,,300.1,,0.0,-9.079853782254062,-74.35868181823669,42.708059753631645,169.87748121575652,4305,Bosque
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETRIGIDAE,Procytettix,Procytettix hova,Procytettix hova,CR,B1,2017.0,Afrotropic,5;6,2.0,11.4,,,,,,1.0,2.0,1.0,,,12.5838569339953,0.705604503029271,19.1,13.2027778625488,100.0,-5.34746014340469,-59.60532561582951,30.18953071557604,79.99498788618864,2637,Desierto
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PYRGACRIDIDAE,Pyrgacris,Pyrgacris descampsi,Pyrgacris descampsi,CR,B2,2014.0,Afrotropic,5;8,2.0,22.9,,,,,,1.0,5.0,2.0,300,1000.0,17.8600221463857,3.5273556685871,700.1,13.1401720046997,98.1097108969607,-3.0296126101487353,-37.94377264196083,39.139056342221025,175.85438389383063,3609,Bosque
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Cedarbergeniana,Cedarbergeniana imperfecta,Cedarbergeniana imperfecta,CR,B1,2014.0,Afrotropic,11,4.0,37.8,,,,,,1.0,1.0,1.0,,,5.62213884612728,0.569462233196104,57.1,4.76628065109253,78.0346820809249,6.299329587404948,-36.023938215387105,38.11348711527697,87.18908423804979,3109,Agrícola
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETRIGIDAE,Agkistropleuron,Agkistropleuron simplex,Agkistropleuron simplex,CR,B1,2017.0,Afrotropic,5,1.0,,,,,,,1.0,2.0,2.0,,,8.74129859606425,-0.255533589257134,36.1,8.43587636947632,100.0,9.70982855286595,-31.7634362029795,31.57483909227595,101.29012222464395,2830,Urbano
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Allaga,Allaga ambigua,Allaga ambigua,CR,B1 B2,2013.0,Afrotropic,2;5,2.0,31.0,,,,,,1.0,5.0,1.0,,,9.64052472395055,-3.43878291634952,4.1,9.11579036712646,97.1428571428571,9.379434093407035,-72.06953391530317,35.94703166727196,61.5227680966237,925,Agrícola
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,EUSCHMIDTIIDAE,Euschmidtia,Euschmidtia dirshi,Euschmidtia dirshi,CR,B1 B2,2014.0,Afrotropic,2;5,2.0,21.4,,,,,,1.0,5.0,1.0,,,17.5994485686807,2.54837557848762,4.1,16.678638458252,100.0,8.098966910998538,-72.99430000555512,39.3541560071498,58.303446970154575,1947,Agrícola
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Calliptamus,Calliptamus plebeius,Calliptamus plebeius,LC,,2016.0,Palearctic,1;10,5.0,25.0,,,,,,3.0,2.0,6.0,0,2700.0,18.527953622245,0.783039063076846,27452.1,14.6415748596191,99.280708225747,-4.068874698719402,-33.90223816348348,48.22850989634415,152.1290181216706,4376,Urbano
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,GRYLLIDAE,Petaloptila,Petaloptila fermini,Petaloptila fermini,LC,,2016.0,Palearctic,,,12.5,,,,,,1.0,2.0,3.0,550,1490.0,11.2704701863193,2.20877216246619,11000.1,8.877028465271,89.5587592835299,9.840224868289482,-61.27289857367123,37.26902218582944,188.50116267825996,3303,Agrícola
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Metaplastes,Metaplastes pulchripennis,Metaplastes pulchripennis,LC,,2016.0,Palearctic,,,18.0,,,,,,1.0,5.0,2.0,,,18.9696555490069,0.858961389109562,,17.0939226150513,97.2928678736632,-5.011599178870975,-49.89056697256653,38.43102535304943,123.9525281356743,1274,Desierto
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Isophya,Isophya bureschi,Isophya bureschi,LC,,2016.0,Palearctic,1;2,3.0,26.0,,,1.0,,,1.0,3.0,3.0,700,2000.0,10.1281772123753,-0.0030568348313407,17893.1,8.46943712234497,99.1336457889504,-7.881876902355356,-30.789980264968058,22.035674531113266,176.61405679378746,3721,Bosque
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Poecilimon,Poecilimon bidens,Poecilimon bidens,LC,,2016.0,Palearctic,1;2;7,3.0,19.0,,,,,,1.0,4.0,1.0,160,895.0,,,2426.1,,,9.01905222110788,-56.979815936883455,48.566474442803354,169.06268745389798,3003,Desierto
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Antaxius,Antaxius florezi,Antaxius florezi,LC,,2016.0,Palearctic,,,20.0,,,,,,1.0,4.0,1.0,,,10.4961061541508,-0.281058742179016,59833.1,8.28190612792969,82.6682875348999,-5.331594890638074,-45.035787076057204,35.842457837281586,149.7018085071994,873,Urbano
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Italopodisma,Italopodisma acuminata,Italopodisma acuminata,LC,,2016.0,Palearctic,11,3.0,21.0,,,,,,1.0,2.0,2.0,1600,2000.0,11.3754969675887,-1.95447064703243,150.1,10.4075412750244,100.0,3.795365301555009,-56.96041963656066,44.03820259579766,196.73433966766677,2231,Desierto
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Zeuneriana,Zeuneriana abbreviata,Zeuneriana abbreviata,LC,,2016.0,Palearctic,,,11.0,,,,,,1.0,3.0,2.0,0,2000.0,13.5955110225982,-0.791004970382334,32075.1,11.483832359314,92.1561994963731,-8.832872820388227,-40.431240099174914,21.508731894421672,170.32818813145792,1620,Agrícola
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Bradyporus,Bradyporus dasypus,Bradyporus dasypus,LC,,2016.0,Palearctic,2;9,2.0,53.0,,,,,,1.0,3.0,2.0,0,1650.0,12.9923973950583,-0.529880722469895,353534.1,12.2156233787537,96.2971888741408,4.614181982549523,-51.25283734922104,32.62730407211273,91.22665913213922,4294,Agrícola
Grasshoppers,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Arminda,Arminda burri,Arminda burri,LC,,2016.0,Palearctic,10,1.0,25.0,,,,,,1.0,2.0,1.0,350,1400.0,16.0977529318673,1.03170217350551,833.1,13.1196842193604,100.0,7.6344042466767945,-64.31145879061427,27.709263774581046,168.3521369331662,348,Agrícola
